Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
5804-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2015/02/21,1.84,2.88,1.04,38,109.44,0.03,3.2832,106.1568,1.49,104.6668
5804-1,2015/05/19,Carlos Meador,Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Jumbo Drum,Delivery Truck,2015/05/20,1.05,1.95,0.9,44,85.8,0.03,2.574,83.226,1.63,81.596
5804-2,2015/02/18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Express Air,2015/02/19,1.05,1.95,0.9,40,78,0.04,3.12,74.88,1.63,73.25
5804-2,2015/02/18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015/02/19,4.48,8.14,3.66,18,146.52,0.05,7.326,139.194,3.12,136.074
5804-2,2015/02/18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2015/02/19,2.98,5.84,2.86,35,204.4,0.06,12.264,192.136,0.83,191.306
5805-1,2015/02/17,Jeremy Pistek,Sydney,NSW,Consumer,Mihael Khan,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,2015/02/20,4.59,7.28,2.69,26,189.28,0.01,1.8928,187.3872,11.15,176.2372
5805-1,2015/05/20,Alan Shonely,Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan Durable Binders,Technology,Large Box,Regular Air,2015/05/21,1.84,2.88,1.04,10,28.8,0.01,0.288,28.512,1.49,27.022
5806-1,2015/02/23,Brian Thompson,Sydney,NSW,Home Office,Samantha Chairs,Medium,Security-Tint Envelopes,Office Supplies,Small Pack,Regular Air,2015/02/26,4.89,7.64,2.75,22,168.08,0.02,3.3616,164.7184,1.39,163.3284
5806-1,2015/02/23,Brian Thompson,Sydney,NSW,Small Business,Samantha Chairs,High,Security-Tint Envelopes,Office Supplies,Small Pack,Regular Air,2015/02/26,4.89,7.64,2.75,23,175.72,0.1,17.572,158.148,1.39,156.758
5806-1,2013/09/12,Dan Campbell,Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Pack,Regular Air,2013/09/12,1.19,1.98,0.79,46,91.08,0.06,5.4648,85.6152,4.77,80.8452
5806-1,2013/11/18,Phillip Flathmann,Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013/11/20,1.84,2.88,1.04,50,144,0.07,10.08,133.92,0.99,132.93
5806-1,2015/02/23,Brian Thompson,Sydney,NSW,Corporate,Samantha Chairs,Medium,Security-Tint Envelopes,Office Supplies,Small Box,Express Air,2015/02/26,4.89,7.64,2.75,27,206.28,0.08,16.5024,189.7776,1.39,188.3876
5806-1,2013/02/24,Sylvia Foulston,Sydney,NSW,Consumer,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Box,Regular Air,2013/02/25,4.53,7.3,2.77,40,292,0.03,8.76,283.24,7.72,275.52
5806-2,2013/08/28,Katrina Edelman,Sydney,NSW,Home Office,Preston Senome,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013/01/08,0.24,1.26,1.02,38,47.88,0.09,4.3092,43.5708,0.7,42.8708
5807-1,2015/02/24,Ann Blume,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 478 Labels,Office Supplies,Small Pack,Regular Air,2015/02/24,3.14,4.91,1.77,34,166.94,0,0,166.94,0.5,166.44
5808-1,2015/01/17,Staviel Brown,Sydney,NSW,Consumer,Tina Carlton,Not Specified,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2015/01/19,3.14,4.91,1.77,42,206.22,0.06,12.3732,193.8468,0.5,193.3468
5809-1,2016/05/08,Beth Thompson,Sydney,NSW,Consumer,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016/06/08,1.59,2.61,1.02,21,54.81,0,0,54.81,0.5,54.31
5809-1,2015/10/21,Kelly Lampkin,Sydney,NSW,Small Business,Aanya Zhang,High,Artisan 474 Labels,Technology,Small Box,Regular Air,2015/10/23,1.84,2.88,1.04,31,89.28,0.03,2.6784,86.6016,0.99,85.6116
5809-1,2015/01/01,Michael Oakman,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015/03/01,2.26,3.58,1.32,6,21.48,0.09,1.9332,19.5468,5.47,14.0768
5809-1,2014/12/23,Peter Fuller,Sydney,NSW,Consumer,Leighton Forrest,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014/12/23,2.26,3.58,1.32,32,114.56,0.06,6.8736,107.6864,5.47,102.2164
5811-1,2015/02/01,Dave Hallsten,Sydney,NSW,Corporate,Charlie Bui,Low,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2015/04/01,4.59,7.28,2.69,8,58.24,0.01,0.5824,57.6576,11.15,46.5076
5811-1,2015/01/03,Anne McFarland,Sydney,NSW,Corporate,Charlie Bui,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Express Air,2015/01/03,10.07,15.98,5.91,36,575.28,0.06,34.5168,540.7632,4,536.7632
5811-1,2015/03/17,Jonathan Howell,Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015/03/17,10.07,15.98,5.91,47,751.06,0,0,751.06,4,747.06
5811-1,2013/05/10,Neil Knudson,Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013/07/10,3.65,5.98,2.33,23,137.54,0.07,9.6278,127.9122,1.49,126.4222
5811-1,2016/09/23,Odella Nelson,Sydney,NSW,Small Business,Mihael Khan,Critical,Binder Posts,Technology,Small Box,Regular Air,2016/09/25,3.5,5.74,2.24,8,45.92,0.02,0.9184,45.0016,5.01,39.9916
5811-1,2016/08/24,Jasper Cacioppo,Sydney,NSW,Consumer,Radhya Staples,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2016/02/09,4.59,7.28,2.69,8,58.24,0.09,5.2416,52.9984,11.15,41.8484
5812-1,2013/03/30,Justin Knight,Sydney,NSW,Small Business,Nicholas Fernandes,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2013/03/31,2.52,4,1.48,49,196,0.05,9.8,186.2,1.3,184.9
5812-1,2013/07/16,Rob Haberlin,Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013/07/16,8.31,15.98,7.67,38,607.24,0.02,12.1448,595.0952,6.5,588.5952
5812-1,2014/01/14,Chuck Clark,Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Furniture,Large Box,Regular Air,2014/01/16,2.16,3.85,1.69,3,11.55,0.1,1.155,10.395,0.7,9.695
5813-1,2015/10/08,Nora Price,Sydney,NSW,Small Business,Preston Senome,Medium,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2015/08/13,2.9,4.76,1.86,2,9.52,0.03,0.2856,9.2344,0.88,8.3544
5813-1,2015/11/05,Bill Stewart,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Medium Box,Express Air,2015/05/13,2.98,5.84,2.86,18,105.12,0,0,105.12,0.83,104.29
5813-1,2015/07/25,Tom Brown,Sydney,NSW,Corporate,Mihael Khan,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015/07/27,0.93,1.48,0.55,41,60.68,0.03,1.8204,58.8596,0.7,58.1596
5814-1,2015/07/19,Haura Armstrong,Sydney,NSW,Corporate,Charlie Bui,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2015/07/20,2.45,3.89,1.44,36,140.04,0,0,140.04,7.01,133.03
5814-1,2014/07/30,Denny Joy,Melbourne,VIC,Corporate,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2014/01/08,8.82,20.99,12.17,10,209.9,0.04,8.396,201.504,4.81,196.694
5814-1,2014/02/13,Steve Nguyen,Sydney,NSW,Home Office,Leighton Forrest,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2014/02/13,3.65,5.98,2.33,43,257.14,0.08,20.5712,236.5688,1.49,235.0788
5814-1,2015/01/13,Max Jones,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015/01/15,1.94,3.08,1.14,5,15.4,0.09,1.386,14.014,0.99,13.024
5814-1,2015/12/28,Sally Knutson,Sydney,NSW,Corporate,Mihael Khan,Low,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Express Air,2016/04/01,3.37,5.53,2.16,39,215.67,0.05,10.7835,204.8865,6.98,197.9065
5815-1,2014/05/08,Ed Ludwig,Melbourne,VIC,Small Business,Yvette Biti,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014/07/08,1.18,1.88,0.7,8,15.04,0.02,0.3008,14.7392,1.49,13.2492
5815-1,2016/07/28,Nicole Brennan,Melbourne,VIC,Corporate,Connor Betts,Medium,Lumi Crayons,Technology,Medium Box,Regular Air,2016/07/30,5.22,9.85,4.63,9,88.65,0.08,7.092,81.558,4.82,76.738
5815-1,2015/03/16,Harold Pawlan,Melbourne,VIC,Corporate,Connor Betts,High,Lumi Crayons,Technology,Small Box,Regular Air,2015/03/16,5.22,9.85,4.63,5,49.25,0.08,3.94,45.31,4.82,40.49
5815-1,2014/08/01,Dionis Lloyd,Sydney,NSW,Corporate,Mihael Khan,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2014/01/15,21.56,36.55,14.99,20,731,0.04,29.24,701.76,13.89,687.87
5816-1,2015/07/29,Toby Grace,Sydney,NSW,Small Business,Leighton Forrest,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2015/07/30,2.45,3.89,1.44,34,132.26,0.01,1.3226,130.9374,7.01,123.9274
5816-1,2014/01/24,Helen Andreada,Sydney,NSW,Home Office,Tina Carlton,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,2014/01/26,178.83,415.88,237.05,26,10812.88,0.03,324.3864,10488.4936,11.37,10477.1236
5816-1,2015/03/24,Astrea Jones,Sydney,NSW,Corporate,Phoebe Gour,Medium,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2015/03/26,4.48,8.14,3.66,20,162.8,0.06,9.768,153.032,3.12,149.912
5816-1,2014/07/08,John Lucas,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Furniture,Large Box,Regular Air,2014/09/08,2.16,3.85,1.69,27,103.95,0.09,9.3555,94.5945,0.7,93.8945
5816-1,2013/11/10,Beul Khright,Sydney,NSW,Small Business,Samantha Chairs,High,Smiths SlimLine Pencil Sharpener,Technology,Small Box,Express Air,2013/10/13,4.79,11.97,7.18,29,347.13,0.03,10.4139,336.7161,5.81,330.9061
5816-1,2014/03/11,Joseph Ardolo,Sydney,NSW,Consumer,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2014/04/11,4.59,7.28,2.69,12,87.36,0,0,87.36,11.15,76.21
5816-1,2013/02/22,Toby Swindell,Sydney,NSW,Small Business,Leighton Forrest,Critical,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2013/02/23,5.19,12.98,7.79,35,454.3,0.1,45.43,408.87,3.14,405.73
5816-1,2013/07/24,Karl Brown,Sydney,NSW,Small Business,Tina Carlton,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,2013/07/26,1.09,1.82,0.73,32,58.24,0.1,5.824,52.416,1,51.416
5818-1,2013/06/15,Steve Nguyen,Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013/06/17,3.84,6.3,2.46,16,100.8,0.09,9.072,91.728,0.5,91.228
5819-1,2014/09/26,Charles McCrossin,Sydney,NSW,Corporate,Natasha Song,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2014/09/28,21.56,36.55,14.99,42,1535.1,0.02,30.702,1504.398,13.89,1490.508
5819-1,2013/07/11,Dennis Kane,Sydney,NSW,Corporate,Natasha Song,High,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2013/08/11,4.19,10.23,6.04,50,511.5,0,0,511.5,4.68,506.82
5819-1,2014/01/13,Anne Pryor,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014/10/01,4.53,7.3,2.77,21,153.3,0.05,7.665,145.635,7.72,137.915
5820-1,2013/09/24,David Smith,Sydney,NSW,Corporate,Mihael Khan,Not Specified,Alto Memo Cubes,Office Supplies,Small Pack,Regular Air,2013/09/26,3.32,5.18,1.86,6,31.08,0.01,0.3108,30.7692,2.04,28.7292
5821-1,2015/12/03,Susan Pistek,Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015/03/13,1.94,3.08,1.14,4,12.32,0.08,0.9856,11.3344,0.99,10.3444
5821-1,2015/12/03,Susan Pistek,Sydney,NSW,Small Business,Phoebe Gour,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015/03/13,1.94,3.08,1.14,27,83.16,0,0,83.16,0.99,82.17
5821-1,2015/12/03,Susan Pistek,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 481 Labels,Furniture,Small Pack,Regular Air,2015/03/13,1.94,3.08,1.14,8,24.64,0.1,2.464,22.176,0.99,21.186
5821-1,2014/02/15,Sanjit Engle,Sydney,NSW,Small Business,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2014/01/17,3.42,8.34,4.92,39,325.26,0.04,13.0104,312.2496,2.64,309.6096
5821-1,2015/12/03,Susan Pistek,Sydney,NSW,Small Business,Phoebe Gour,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015/03/13,1.94,3.08,1.14,8,24.64,0.1,2.464,22.176,0.99,21.186
5821-1,2015/12/03,Susan Pistek,Sydney,NSW,Small Business,Leighton Forrest,High,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2015/03/13,1.94,3.08,1.14,22,67.76,0.04,2.7104,65.0496,0.99,64.0596
5822-1,2013/05/10,Joni Wasserman,Sydney,NSW,Corporate,Natasha Song,High,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2013/12/10,2.31,3.78,1.47,29,109.62,0.03,3.2886,106.3314,0.71,105.6214
5822-1,2013/12/16,Henry Goldwyn,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2013/12/19,0.93,1.48,0.55,44,65.12,0.09,5.8608,59.2592,0.7,58.5592
5822-1,2013/06/26,Roy Collins,Sydney,NSW,Consumer,Natasha Song,High,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,2013/06/27,0.93,1.48,0.55,24,35.52,0.1,3.552,31.968,0.7,31.268
5822-1,2013/12/09,Victoria Brennan,Sydney,NSW,Corporate,Nicholas Fernandes,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013/09/14,1.6,2.62,1.02,50,131,0.05,6.55,124.45,0.8,123.65
5822-1,2013/05/11,Victoria Pisteka,Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Express Air,2013/07/11,5.19,12.98,7.79,50,649,0.02,12.98,636.02,3.14,632.88
5823-1,2014/03/09,Kean Thornton,Sydney,NSW,Corporate,Natasha Song,High,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2014/10/09,4.89,7.64,2.75,47,359.08,0,0,359.08,1.39,357.69
5823-1,2013/12/05,Sean ODonnell,Melbourne,VIC,Corporate,Yvette Biti,Low,Binder Posts,Furniture,Large Box,Regular Air,2013/05/13,3.5,5.74,2.24,3,17.22,0.1,1.722,15.498,5.01,10.488
5824-1,2015/09/12,Craig Carroll,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2015/09/12,2.29,3.69,1.4,38,140.22,0.09,12.6198,127.6002,0.5,127.1002
5824-1,2015/04/03,Ellis Dallentan,Sydney,NSW,Corporate,Radhya Staples,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015/06/03,7.61,8.99,1.38,50,449.5,0,0,449.5,5.01,444.49
5824-1,2013/12/08,Valerie Dominguez,Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2013/08/16,2.31,3.78,1.47,29,109.62,0.09,9.8658,99.7542,0.71,99.0442
5824-1,2014/02/24,Pauline Chand,Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014/02/26,2.26,3.58,1.32,9,32.22,0.06,1.9332,30.2868,5.47,24.8168
5825-1,2013/09/10,Frank Merwin,Sydney,NSW,Consumer,Radhya Staples,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Pack,Regular Air,2013/11/10,2.16,3.85,1.69,41,157.85,0.03,4.7355,153.1145,0.7,152.4145
5825-1,2014/03/17,Bart Watters,Sydney,NSW,Small Business,Nicholas Fernandes,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2014/03/18,278.99,449.99,171,38,17099.62,0.02,341.9924,16757.6276,49,16708.6276
5825-1,2014/09/13,Christina Vanderzanden,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 48 Labels,Furniture,Small Pack,Regular Air,2014/09/17,3.84,6.3,2.46,7,44.1,0.01,0.441,43.659,0.5,43.159
5825-1,2014/06/27,Edward Becker,Sydney,NSW,Small Business,Natasha Song,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2014/06/28,1.59,2.61,1.02,49,127.89,0.09,11.5101,116.3799,0.5,115.8799
5825-1,2015/02/06,Annelle Norvell,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Laser DVD-RAM discs,Technology,Small Box,Regular Air,2015/09/06,20.18,35.41,15.23,18,637.38,0.1,63.738,573.642,1.99,571.652
5826-1,2013/03/14,Sashan Harsten,Sydney,NSW,Corporate,Tina Carlton,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2013/03/16,56.16,136.98,80.82,20,2739.6,0.07,191.772,2547.828,24.49,2523.338
5826-1,2015/03/16,Harold Pawlan,Melbourne,VIC,Consumer,Connor Betts,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Large Box,Regular Air,2015/03/16,14.95,34.76,19.81,10,347.6,0.01,3.476,344.124,8.22,335.904
5826-1,2014/01/12,Ritsa Hightower,Sydney,NSW,Corporate,Natasha Song,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2014/05/12,1.92,3.26,1.34,50,163,0.02,3.26,159.74,1.86,157.88
5826-1,2015/02/23,Brian Thompson,Sydney,NSW,Small Business,Samantha Chairs,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2015/02/26,14.95,34.76,19.81,33,1147.08,0.08,91.7664,1055.3136,8.22,1047.0936
5826-1,2014/09/17,Bart Watters,Sydney,NSW,Home Office,Nicholas Fernandes,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2014/09/18,278.99,449.99,171,6,2699.94,0.08,215.9952,2483.9448,49,2434.9448
5826-1,2013/11/19,Chuck Magee,Sydney,NSW,Home Office,Samantha Chairs,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013/11/21,1.84,2.88,1.04,38,109.44,0.03,3.2832,106.1568,0.99,105.1668
5826-1,2014/01/24,Helen Andreada,Sydney,NSW,Home Office,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2014/01/26,14.95,34.76,19.81,33,1147.08,0.03,34.4124,1112.6676,8.22,1104.4476
5826-1,2015/03/16,Harold Pawlan,Melbourne,VIC,Consumer,Connor Betts,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Express Air,2015/03/16,14.95,34.76,19.81,48,1668.48,0.01,16.6848,1651.7952,8.22,1643.5752
5826-1,2015/04/26,Greg Tran,Melbourne,VIC,Corporate,Connor Betts,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Jumbo Drum,Delivery Truck,2015/04/28,14.95,34.76,19.81,43,1494.68,0.06,89.6808,1404.9992,8.22,1396.7792
5828-1,2014/01/14,Fred Wasserman,Sydney,NSW,Small Business,Leighton Forrest,Low,"Steady Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Small Box,Regular Air,2014/01/17,1.9,3.28,1.38,8,26.24,0,0,26.24,1.95,24.29
5829-1,2015/03/17,Jonathan Howell,Melbourne,VIC,Small Business,Connor Betts,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Express Air,2015/03/17,12.39,19.98,7.59,11,219.78,0.03,6.5934,213.1866,5.77,207.4166
5829-1,2015/03/17,Sibella Parks,Melbourne,VIC,Small Business,Connor Betts,Critical,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015/03/18,12.39,19.98,7.59,48,959.04,0.09,86.3136,872.7264,5.77,866.9564
5829-1,2014/09/21,George Ashbrook,Melbourne,VIC,Corporate,Connor Betts,High,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014/09/22,216,449.99,233.99,2,899.98,0.08,71.9984,827.9816,24.49,803.4916
5829-1,2015/05/07,Larry Tron,Sydney,NSW,Home Office,Tina Carlton,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2015/07/07,21.56,36.55,14.99,18,657.9,0.03,19.737,638.163,13.89,624.273
5831-1,2016/01/17,Maria Bertelson,Sydney,NSW,Consumer,Preston Senome,Medium,Apex Desige Stainless Steel Scissors,Technology,Large Box,Regular Air,2016/01/19,3.42,8.34,4.92,10,83.4,0.01,0.834,82.566,2.64,79.926
5831-1,2013/07/06,Janet Martin,Sydney,NSW,Corporate,Radhya Staples,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013/08/06,2.87,6.84,3.97,27,184.68,0.1,18.468,166.212,4.42,161.792
5831-1,2015/09/12,Craig Carroll,Melbourne,VIC,Consumer,Connor Betts,High,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,2015/09/12,6.51,30.98,24.47,24,743.52,0.04,29.7408,713.7792,6.5,707.2792
5832-1,2015/03/20,Sibella Parks,Melbourne,VIC,Consumer,Connor Betts,Low,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Express Air,2015/03/21,6.4,29.1,22.7,11,320.1,0.06,19.206,300.894,4,296.894
5832-1,2016/05/21,John Lucas,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Keyboard-In-A-Box,Office Supplies,Small Box,Regular Air,2016/05/22,6.4,29.1,22.7,8,232.8,0.06,13.968,218.832,4,214.832
5832-1,2015/01/06,Nathan Mautz,Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015/06/06,3.65,5.98,2.33,11,65.78,0.02,1.3156,64.4644,1.49,62.9744
5832-1,2013/02/09,Andrew Allen,Sydney,NSW,Corporate,Phoebe Gour,Critical,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013/03/09,3.65,5.98,2.33,42,251.16,0.04,10.0464,241.1136,1.49,239.6236
5833-1,2015/03/24,Astrea Jones,Sydney,NSW,Corporate,Leighton Forrest,Low,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2015/03/26,3.75,7.08,3.33,40,283.2,0,0,283.2,2.35,280.85
5834-1,2015/01/20,Saphhira Shifley,Sydney,NSW,Home Office,Preston Senome,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2015/01/21,2.5,5.68,3.18,22,124.96,0.02,2.4992,122.4608,3.6,118.8608
5834-1,2013/10/09,Grant Thornton,Sydney,NSW,Small Business,Natasha Song,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2013/12/09,8.82,20.99,12.17,27,566.73,0.03,17.0019,549.7281,4.81,544.9181
5834-1,2013/08/17,Valerie Dominguez,Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013/08/17,3.65,5.98,2.33,27,161.46,0.03,4.8438,156.6162,1.49,155.1262
5835-1,2015/06/11,Emily Grady,Sydney,NSW,Corporate,Phoebe Gour,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,2015/06/11,377.99,599.99,222,8,4799.92,0.01,47.9992,4751.9208,24.49,4727.4308
5835-1,2015/05/18,Brian DeCherney,Sydney,NSW,Corporate,Aanya Zhang,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2015/05/25,4.59,7.28,2.69,42,305.76,0.06,18.3456,287.4144,11.15,276.2644
5835-1,2013/03/26,Mick Brown,Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2013/03/28,3.37,5.53,2.16,16,88.48,0.04,3.5392,84.9408,6.98,77.9608
